Mod:Item:MetaData, Localized Name
tfc:ore/sphalerite/gabbro, Gabbro Sphalerite
tfc:ore/sphalerite/shale, Shale Sphalerite
tfc:ore/sphalerite/claystone, Claystone Sphalerite
tfc:ore/sphalerite/rocksalt, Rocksalt Sphalerite
tfc:ore/sphalerite/limestone, Limestone Sphalerite
tfc:ore/sphalerite/conglomerate, Conglomerate Sphalerite
tfc:ore/sphalerite/dolomite, Dolomite Sphalerite
tfc:ore/sphalerite/chert, Chert Sphalerite
tfc:ore/sphalerite/chalk, Chalk Sphalerite
tfc:ore/sphalerite/rhyolite, Rhyolite Sphalerite
tfc:ore/sphalerite/basalt, Basalt Sphalerite
tfc:ore/sphalerite/andesite, Andesite Sphalerite
tfc:ore/sphalerite/dacite, Dacite Sphalerite
tfc:ore/sphalerite/quartzite, Quartzite Sphalerite
tfc:ore/sphalerite/slate, Slate Sphalerite
tfc:ore/sphalerite/phyllite, Phyllite Sphalerite
tfc:ore/sphalerite/schist, Schist Sphalerite
tfc:ore/sphalerite/gneiss, Gneiss Sphalerite
tfc:ore/sphalerite/marble, Marble Sphalerite
tfc:ore/tetrahedrite/granite, Granite Tetrahedrite
tfc:ore/tetrahedrite/diorite, Diorite Tetrahedrite
tfc:ore/tetrahedrite/gabbro, Gabbro Tetrahedrite
tfc:ore/tetrahedrite/shale, Shale Tetrahedrite
tfc:ore/tetrahedrite/claystone, Claystone Tetrahedrite
tfc:ore/tetrahedrite/rocksalt, Rocksalt Tetrahedrite
tfc:ore/tetrahedrite/limestone, Limestone Tetrahedrite
tfc:ore/tetrahedrite/conglomerate, Conglomerate Tetrahedrite
tfc:ore/tetrahedrite/dolomite, Dolomite Tetrahedrite
tfc:ore/tetrahedrite/chert, Chert Tetrahedrite
tfc:ore/tetrahedrite/chalk, Chalk Tetrahedrite
tfc:ore/tetrahedrite/rhyolite, Rhyolite Tetrahedrite
tfc:ore/tetrahedrite/basalt, Basalt Tetrahedrite
tfc:ore/tetrahedrite/andesite, Andesite Tetrahedrite
tfc:ore/tetrahedrite/dacite, Dacite Tetrahedrite
tfc:ore/tetrahedrite/quartzite, Quartzite Tetrahedrite
tfc:ore/tetrahedrite/slate, Slate Tetrahedrite
tfc:ore/tetrahedrite/phyllite, Phyllite Tetrahedrite
tfc:ore/tetrahedrite/schist, Schist Tetrahedrite
tfc:ore/tetrahedrite/gneiss, Gneiss Tetrahedrite
tfc:ore/tetrahedrite/marble, Marble Tetrahedrite
tfc:ore/bituminous_coal/granite, Granite Bituminous Coal
tfc:ore/bituminous_coal/diorite, Diorite Bituminous Coal
tfc:ore/bituminous_coal/gabbro, Gabbro Bituminous Coal
tfc:ore/bituminous_coal/shale, Shale Bituminous Coal
tfc:ore/bituminous_coal/claystone, Claystone Bituminous Coal
tfc:ore/bituminous_coal/rocksalt, Rocksalt Bituminous Coal
tfc:ore/bituminous_coal/limestone, Limestone Bituminous Coal
tfc:ore/bituminous_coal/conglomerate, Conglomerate Bituminous Coal
tfc:ore/bituminous_coal/dolomite, Dolomite Bituminous Coal
tfc:ore/bituminous_coal/chert, Chert Bituminous Coal
tfc:ore/bituminous_coal/chalk, Chalk Bituminous Coal
tfc:ore/bituminous_coal/rhyolite, Rhyolite Bituminous Coal
tfc:ore/bituminous_coal/basalt, Basalt Bituminous Coal
tfc:ore/bituminous_coal/andesite, Andesite Bituminous Coal
tfc:ore/bituminous_coal/dacite, Dacite Bituminous Coal
tfc:ore/bituminous_coal/quartzite, Quartzite Bituminous Coal
tfc:ore/bituminous_coal/slate, Slate Bituminous Coal
tfc:ore/bituminous_coal/phyllite, Phyllite Bituminous Coal
tfc:ore/bituminous_coal/schist, Schist Bituminous Coal
tfc:ore/bituminous_coal/gneiss, Gneiss Bituminous Coal
tfc:ore/bituminous_coal/marble, Marble Bituminous Coal
tfc:ore/lignite/granite, Granite Lignite
tfc:ore/lignite/diorite, Diorite Lignite
tfc:ore/lignite/gabbro, Gabbro Lignite
tfc:ore/lignite/shale, Shale Lignite
tfc:ore/lignite/claystone, Claystone Lignite
tfc:ore/lignite/rocksalt, Rocksalt Lignite
tfc:ore/lignite/limestone, Limestone Lignite
tfc:ore/lignite/conglomerate, Conglomerate Lignite
tfc:ore/lignite/dolomite, Dolomite Lignite
tfc:ore/lignite/chert, Chert Lignite
tfc:ore/lignite/chalk, Chalk Lignite
tfc:ore/lignite/rhyolite, Rhyolite Lignite
tfc:ore/lignite/basalt, Basalt Lignite
tfc:ore/lignite/andesite, Andesite Lignite
tfc:ore/lignite/dacite, Dacite Lignite
tfc:ore/lignite/quartzite, Quartzite Lignite
tfc:ore/lignite/slate, Slate Lignite
tfc:ore/lignite/phyllite, Phyllite Lignite
tfc:ore/lignite/schist, Schist Lignite
tfc:ore/lignite/gneiss, Gneiss Lignite
tfc:ore/lignite/marble, Marble Lignite
tfc:ore/kaolinite/granite, Granite Kaolinite
tfc:ore/kaolinite/diorite, Diorite Kaolinite
tfc:ore/kaolinite/gabbro, Gabbro Kaolinite
tfc:ore/kaolinite/shale, Shale Kaolinite
tfc:ore/kaolinite/claystone, Claystone Kaolinite
tfc:ore/kaolinite/rocksalt, Rocksalt Kaolinite
tfc:ore/kaolinite/limestone, Limestone Kaolinite
tfc:ore/kaolinite/conglomerate, Conglomerate Kaolinite
tfc:ore/kaolinite/dolomite, Dolomite Kaolinite
tfc:ore/kaolinite/chert, Chert Kaolinite
tfc:ore/kaolinite/chalk, Chalk Kaolinite
tfc:ore/kaolinite/rhyolite, Rhyolite Kaolinite
tfc:ore/kaolinite/basalt, Basalt Kaolinite
tfc:ore/kaolinite/andesite, Andesite Kaolinite
tfc:ore/kaolinite/dacite, Dacite Kaolinite
tfc:ore/kaolinite/quartzite, Quartzite Kaolinite
tfc:ore/kaolinite/slate, Slate Kaolinite
tfc:ore/kaolinite/phyllite, Phyllite Kaolinite
tfc:ore/kaolinite/schist, Schist Kaolinite
tfc:ore/kaolinite/gneiss, Gneiss Kaolinite
tfc:ore/kaolinite/marble, Marble Kaolinite
tfc:ore/gypsum/granite, Granite Gypsum
tfc:ore/gypsum/diorite, Diorite Gypsum
tfc:ore/gypsum/gabbro, Gabbro Gypsum
tfc:ore/gypsum/shale, Shale Gypsum
tfc:ore/gypsum/claystone, Claystone Gypsum
tfc:ore/gypsum/rocksalt, Rocksalt Gypsum
tfc:ore/gypsum/limestone, Limestone Gypsum
tfc:ore/gypsum/conglomerate, Conglomerate Gypsum
tfc:ore/gypsum/dolomite, Dolomite Gypsum
tfc:ore/gypsum/chert, Chert Gypsum
tfc:ore/gypsum/chalk, Chalk Gypsum
tfc:ore/gypsum/rhyolite, Rhyolite Gypsum
tfc:ore/gypsum/basalt, Basalt Gypsum
tfc:ore/gypsum/andesite, Andesite Gypsum
tfc:ore/gypsum/dacite, Dacite Gypsum
tfc:ore/gypsum/quartzite, Quartzite Gypsum
tfc:ore/gypsum/slate, Slate Gypsum
tfc:ore/gypsum/phyllite, Phyllite Gypsum
tfc:ore/gypsum/schist, Schist Gypsum
tfc:ore/gypsum/gneiss, Gneiss Gypsum
tfc:ore/gypsum/marble, Marble Gypsum
tfc:ore/satinspar/granite, Granite Satinspar
tfc:ore/satinspar/diorite, Diorite Satinspar
tfc:ore/satinspar/gabbro, Gabbro Satinspar
tfc:ore/satinspar/shale, Shale Satinspar
tfc:ore/satinspar/claystone, Claystone Satinspar
tfc:ore/satinspar/rocksalt, Rocksalt Satinspar
tfc:ore/satinspar/limestone, Limestone Satinspar
tfc:ore/satinspar/conglomerate, Conglomerate Satinspar
tfc:ore/satinspar/dolomite, Dolomite Satinspar
tfc:ore/satinspar/chert, Chert Satinspar
tfc:ore/satinspar/chalk, Chalk Satinspar
tfc:ore/satinspar/rhyolite, Rhyolite Satinspar
tfc:ore/satinspar/basalt, Basalt Satinspar
tfc:ore/satinspar/andesite, Andesite Satinspar
tfc:ore/satinspar/dacite, Dacite Satinspar
tfc:ore/satinspar/quartzite, Quartzite Satinspar
tfc:ore/satinspar/slate, Slate Satinspar
tfc:ore/satinspar/phyllite, Phyllite Satinspar
tfc:ore/satinspar/schist, Schist Satinspar
tfc:ore/satinspar/gneiss, Gneiss Satinspar
tfc:ore/satinspar/marble, Marble Satinspar
tfc:ore/selenite/granite, Granite Selenite
tfc:ore/selenite/diorite, Diorite Selenite
tfc:ore/selenite/gabbro, Gabbro Selenite
tfc:ore/selenite/shale, Shale Selenite
tfc:ore/selenite/claystone, Claystone Selenite
tfc:ore/selenite/rocksalt, Rocksalt Selenite
tfc:ore/selenite/limestone, Limestone Selenite
tfc:ore/selenite/conglomerate, Conglomerate Selenite
tfc:ore/selenite/dolomite, Dolomite Selenite
tfc:ore/selenite/chert, Chert Selenite
tfc:ore/selenite/chalk, Chalk Selenite
tfc:ore/selenite/rhyolite, Rhyolite Selenite
tfc:ore/selenite/basalt, Basalt Selenite
tfc:ore/selenite/andesite, Andesite Selenite
tfc:ore/selenite/dacite, Dacite Selenite
tfc:ore/selenite/quartzite, Quartzite Selenite
tfc:ore/selenite/slate, Slate Selenite
tfc:ore/selenite/phyllite, Phyllite Selenite
tfc:ore/selenite/schist, Schist Selenite
tfc:ore/selenite/gneiss, Gneiss Selenite
tfc:ore/selenite/marble, Marble Selenite
tfc:ore/graphite/granite, Granite Graphite
tfc:ore/graphite/diorite, Diorite Graphite
tfc:ore/graphite/gabbro, Gabbro Graphite
tfc:ore/graphite/shale, Shale Graphite
tfc:ore/graphite/claystone, Claystone Graphite
tfc:ore/graphite/rocksalt, Rocksalt Graphite
tfc:ore/graphite/limestone, Limestone Graphite
tfc:ore/graphite/conglomerate, Conglomerate Graphite
tfc:ore/graphite/dolomite, Dolomite Graphite
tfc:ore/graphite/chert, Chert Graphite
tfc:ore/graphite/chalk, Chalk Graphite
tfc:ore/graphite/rhyolite, Rhyolite Graphite
tfc:ore/graphite/basalt, Basalt Graphite
tfc:ore/graphite/andesite, Andesite Graphite
tfc:ore/graphite/dacite, Dacite Graphite
tfc:ore/graphite/quartzite, Quartzite Graphite
tfc:ore/graphite/slate, Slate Graphite
tfc:ore/graphite/phyllite, Phyllite Graphite
tfc:ore/graphite/schist, Schist Graphite
tfc:ore/graphite/gneiss, Gneiss Graphite
tfc:ore/graphite/marble, Marble Graphite
tfc:ore/kimberlite/granite, Granite Kimberlite
tfc:ore/kimberlite/diorite, Diorite Kimberlite
tfc:ore/kimberlite/gabbro, Gabbro Kimberlite
tfc:ore/kimberlite/shale, Shale Kimberlite
tfc:ore/kimberlite/claystone, Claystone Kimberlite
tfc:ore/kimberlite/rocksalt, Rocksalt Kimberlite
tfc:ore/kimberlite/limestone, Limestone Kimberlite
tfc:ore/kimberlite/conglomerate, Conglomerate Kimberlite
tfc:ore/kimberlite/dolomite, Dolomite Kimberlite
tfc:ore/kimberlite/chert, Chert Kimberlite
tfc:ore/kimberlite/chalk, Chalk Kimberlite
tfc:ore/kimberlite/rhyolite, Rhyolite Kimberlite
tfc:ore/kimberlite/basalt, Basalt Kimberlite
tfc:ore/kimberlite/andesite, Andesite Kimberlite
tfc:ore/kimberlite/dacite, Dacite Kimberlite
tfc:ore/kimberlite/quartzite, Quartzite Kimberlite
tfc:ore/kimberlite/slate, Slate Kimberlite
tfc:ore/kimberlite/phyllite, Phyllite Kimberlite
tfc:ore/kimberlite/schist, Schist Kimberlite
tfc:ore/kimberlite/gneiss, Gneiss Kimberlite
tfc:ore/kimberlite/marble, Marble Kimberlite
tfc:ore/petrified_wood/granite, Granite Petrified Wood
tfc:ore/petrified_wood/diorite, Diorite Petrified Wood
tfc:ore/petrified_wood/gabbro, Gabbro Petrified Wood
tfc:ore/petrified_wood/shale, Shale Petrified Wood
tfc:ore/petrified_wood/claystone, Claystone Petrified Wood
tfc:ore/petrified_wood/rocksalt, Rocksalt Petrified Wood
tfc:ore/petrified_wood/limestone, Limestone Petrified Wood
tfc:ore/petrified_wood/conglomerate, Conglomerate Petrified Wood
tfc:ore/petrified_wood/dolomite, Dolomite Petrified Wood
tfc:ore/petrified_wood/chert, Chert Petrified Wood
tfc:ore/petrified_wood/chalk, Chalk Petrified Wood
tfc:ore/petrified_wood/rhyolite, Rhyolite Petrified Wood
tfc:ore/petrified_wood/basalt, Basalt Petrified Wood
tfc:ore/petrified_wood/andesite, Andesite Petrified Wood
tfc:ore/petrified_wood/dacite, Dacite Petrified Wood
tfc:ore/petrified_wood/quartzite, Quartzite Petrified Wood
tfc:ore/petrified_wood/slate, Slate Petrified Wood
tfc:ore/petrified_wood/phyllite, Phyllite Petrified Wood
tfc:ore/petrified_wood/schist, Schist Petrified Wood
tfc:ore/petrified_wood/gneiss, Gneiss Petrified Wood
tfc:ore/petrified_wood/marble, Marble Petrified Wood
tfc:ore/sulfur/granite, Granite Sulfur
tfc:ore/sulfur/diorite, Diorite Sulfur
tfc:ore/sulfur/gabbro, Gabbro Sulfur
tfc:ore/sulfur/shale, Shale Sulfur
tfc:ore/sulfur/claystone, Claystone Sulfur
tfc:ore/sulfur/rocksalt, Rocksalt Sulfur
tfc:ore/sulfur/limestone, Limestone Sulfur
tfc:ore/sulfur/conglomerate, Conglomerate Sulfur
tfc:ore/sulfur/dolomite, Dolomite Sulfur
tfc:ore/sulfur/chert, Chert Sulfur
tfc:ore/sulfur/chalk, Chalk Sulfur
tfc:ore/sulfur/rhyolite, Rhyolite Sulfur
tfc:ore/sulfur/basalt, Basalt Sulfur
tfc:ore/sulfur/andesite, Andesite Sulfur
tfc:ore/sulfur/dacite, Dacite Sulfur
tfc:ore/sulfur/quartzite, Quartzite Sulfur
tfc:ore/sulfur/slate, Slate Sulfur
tfc:ore/sulfur/phyllite, Phyllite Sulfur
tfc:ore/sulfur/schist, Schist Sulfur
tfc:ore/sulfur/gneiss, Gneiss Sulfur
tfc:ore/sulfur/marble, Marble Sulfur
tfc:ore/jet/granite, Granite Jet
tfc:ore/jet/diorite, Diorite Jet
tfc:ore/jet/gabbro, Gabbro Jet
tfc:ore/jet/shale, Shale Jet
tfc:ore/jet/claystone, Claystone Jet
tfc:ore/jet/rocksalt, Rocksalt Jet
tfc:ore/jet/limestone, Limestone Jet
tfc:ore/jet/conglomerate, Conglomerate Jet
tfc:ore/jet/dolomite, Dolomite Jet
tfc:ore/jet/chert, Chert Jet
tfc:ore/jet/chalk, Chalk Jet
tfc:ore/jet/rhyolite, Rhyolite Jet
tfc:ore/jet/basalt, Basalt Jet
tfc:ore/jet/andesite, Andesite Jet
tfc:ore/jet/dacite, Dacite Jet
tfc:ore/jet/quartzite, Quartzite Jet
tfc:ore/jet/slate, Slate Jet
tfc:ore/jet/phyllite, Phyllite Jet
tfc:ore/jet/schist, Schist Jet
tfc:ore/jet/gneiss, Gneiss Jet
tfc:ore/jet/marble, Marble Jet
tfc:ore/microcline/granite, Granite Microcline
tfc:ore/microcline/diorite, Diorite Microcline
tfc:ore/microcline/gabbro, Gabbro Microcline
tfc:ore/microcline/shale, Shale Microcline
tfc:ore/microcline/claystone, Claystone Microcline
tfc:ore/microcline/rocksalt, Rocksalt Microcline
tfc:ore/microcline/limestone, Limestone Microcline
tfc:ore/microcline/conglomerate, Conglomerate Microcline
tfc:ore/microcline/dolomite, Dolomite Microcline
tfc:ore/microcline/chert, Chert Microcline
tfc:ore/microcline/chalk, Chalk Microcline
tfc:ore/microcline/rhyolite, Rhyolite Microcline
tfc:ore/microcline/basalt, Basalt Microcline
tfc:ore/microcline/andesite, Andesite Microcline
tfc:ore/microcline/dacite, Dacite Microcline
tfc:ore/microcline/quartzite, Quartzite Microcline
tfc:ore/microcline/slate, Slate Microcline
tfc:ore/microcline/phyllite, Phyllite Microcline
tfc:ore/microcline/schist, Schist Microcline
tfc:ore/microcline/gneiss, Gneiss Microcline
tfc:ore/microcline/marble, Marble Microcline
tfc:ore/pitchblende/granite, Granite Pitchblende
tfc:ore/pitchblende/diorite, Diorite Pitchblende
tfc:ore/pitchblende/gabbro, Gabbro Pitchblende
tfc:ore/pitchblende/shale, Shale Pitchblende
tfc:ore/pitchblende/claystone, Claystone Pitchblende
tfc:ore/pitchblende/rocksalt, Rocksalt Pitchblende
tfc:ore/pitchblende/limestone, Limestone Pitchblende
tfc:ore/pitchblende/conglomerate, Conglomerate Pitchblende
tfc:ore/pitchblende/dolomite, Dolomite Pitchblende
tfc:ore/pitchblende/chert, Chert Pitchblende
tfc:ore/pitchblende/chalk, Chalk Pitchblende
tfc:ore/pitchblende/rhyolite, Rhyolite Pitchblende
tfc:ore/pitchblende/basalt, Basalt Pitchblende
tfc:ore/pitchblende/andesite, Andesite Pitchblende
tfc:ore/pitchblende/dacite, Dacite Pitchblende
tfc:ore/pitchblende/quartzite, Quartzite Pitchblende
tfc:ore/pitchblende/slate, Slate Pitchblende
tfc:ore/pitchblende/phyllite, Phyllite Pitchblende
tfc:ore/pitchblende/schist, Schist Pitchblende
tfc:ore/pitchblende/gneiss, Gneiss Pitchblende
tfc:ore/pitchblende/marble, Marble Pitchblende
tfc:ore/cinnabar/granite, Granite Cinnabar
tfc:ore/cinnabar/diorite, Diorite Cinnabar
tfc:ore/cinnabar/gabbro, Gabbro Cinnabar
tfc:ore/cinnabar/shale, Shale Cinnabar
tfc:ore/cinnabar/claystone, Claystone Cinnabar
tfc:ore/cinnabar/rocksalt, Rocksalt Cinnabar
tfc:ore/cinnabar/limestone, Limestone Cinnabar
tfc:ore/cinnabar/conglomerate, Conglomerate Cinnabar
tfc:ore/cinnabar/dolomite, Dolomite Cinnabar
tfc:ore/cinnabar/chert, Chert Cinnabar
tfc:ore/cinnabar/chalk, Chalk Cinnabar
tfc:ore/cinnabar/rhyolite, Rhyolite Cinnabar
tfc:ore/cinnabar/basalt, Basalt Cinnabar
tfc:ore/cinnabar/andesite, Andesite Cinnabar
tfc:ore/cinnabar/dacite, Dacite Cinnabar
tfc:ore/cinnabar/quartzite, Quartzite Cinnabar
tfc:ore/cinnabar/slate, Slate Cinnabar
tfc:ore/cinnabar/phyllite, Phyllite Cinnabar
tfc:ore/cinnabar/schist, Schist Cinnabar
tfc:ore/cinnabar/gneiss, Gneiss Cinnabar
tfc:ore/cinnabar/marble, Marble Cinnabar
tfc:ore/cryolite/granite, Granite Cryolite
tfc:ore/cryolite/diorite, Diorite Cryolite
tfc:ore/cryolite/gabbro, Gabbro Cryolite
tfc:ore/cryolite/shale, Shale Cryolite
tfc:ore/cryolite/claystone, Claystone Cryolite
tfc:ore/cryolite/rocksalt, Rocksalt Cryolite
tfc:ore/cryolite/limestone, Limestone Cryolite
tfc:ore/cryolite/conglomerate, Conglomerate Cryolite
tfc:ore/cryolite/dolomite, Dolomite Cryolite
tfc:ore/cryolite/chert, Chert Cryolite
tfc:ore/cryolite/chalk, Chalk Cryolite
tfc:ore/cryolite/rhyolite, Rhyolite Cryolite
tfc:ore/cryolite/basalt, Basalt Cryolite
tfc:ore/cryolite/andesite, Andesite Cryolite
tfc:ore/cryolite/dacite, Dacite Cryolite
tfc:ore/cryolite/quartzite, Quartzite Cryolite
tfc:ore/cryolite/slate, Slate Cryolite
tfc:ore/cryolite/phyllite, Phyllite Cryolite
tfc:ore/cryolite/schist, Schist Cryolite
tfc:ore/cryolite/gneiss, Gneiss Cryolite
tfc:ore/cryolite/marble, Marble Cryolite
tfc:ore/saltpeter/granite, Granite Saltpeter
tfc:ore/saltpeter/diorite, Diorite Saltpeter
tfc:ore/saltpeter/gabbro, Gabbro Saltpeter
tfc:ore/saltpeter/shale, Shale Saltpeter
tfc:ore/saltpeter/claystone, Claystone Saltpeter
tfc:ore/saltpeter/rocksalt, Rocksalt Saltpeter
tfc:ore/saltpeter/limestone, Limestone Saltpeter
tfc:ore/saltpeter/conglomerate, Conglomerate Saltpeter
tfc:ore/saltpeter/dolomite, Dolomite Saltpeter
tfc:ore/saltpeter/chert, Chert Saltpeter
tfc:ore/saltpeter/chalk, Chalk Saltpeter
tfc:ore/saltpeter/rhyolite, Rhyolite Saltpeter
tfc:ore/saltpeter/basalt, Basalt Saltpeter
tfc:ore/saltpeter/andesite, Andesite Saltpeter
tfc:ore/saltpeter/dacite, Dacite Saltpeter
tfc:ore/saltpeter/quartzite, Quartzite Saltpeter
tfc:ore/saltpeter/slate, Slate Saltpeter
tfc:ore/saltpeter/phyllite, Phyllite Saltpeter
tfc:ore/saltpeter/schist, Schist Saltpeter
tfc:ore/saltpeter/gneiss, Gneiss Saltpeter
tfc:ore/saltpeter/marble, Marble Saltpeter
tfc:ore/serpentine/granite, Granite Serpentine
tfc:ore/serpentine/diorite, Diorite Serpentine
tfc:ore/serpentine/gabbro, Gabbro Serpentine
tfc:ore/serpentine/shale, Shale Serpentine
tfc:ore/serpentine/claystone, Claystone Serpentine
tfc:ore/serpentine/rocksalt, Rocksalt Serpentine
tfc:ore/serpentine/limestone, Limestone Serpentine
tfc:ore/serpentine/conglomerate, Conglomerate Serpentine
tfc:ore/serpentine/dolomite, Dolomite Serpentine
tfc:ore/serpentine/chert, Chert Serpentine
tfc:ore/serpentine/chalk, Chalk Serpentine
tfc:ore/serpentine/rhyolite, Rhyolite Serpentine
tfc:ore/serpentine/basalt, Basalt Serpentine
tfc:ore/serpentine/andesite, Andesite Serpentine
tfc:ore/serpentine/dacite, Dacite Serpentine
tfc:ore/serpentine/quartzite, Quartzite Serpentine
tfc:ore/serpentine/slate, Slate Serpentine
tfc:ore/serpentine/phyllite, Phyllite Serpentine
tfc:ore/serpentine/schist, Schist Serpentine
tfc:ore/serpentine/gneiss, Gneiss Serpentine
tfc:ore/serpentine/marble, Marble Serpentine
tfc:ore/sylvite/granite, Granite Sylvite
tfc:ore/sylvite/diorite, Diorite Sylvite
tfc:ore/sylvite/gabbro, Gabbro Sylvite
tfc:ore/sylvite/shale, Shale Sylvite
tfc:ore/sylvite/claystone, Claystone Sylvite
tfc:ore/sylvite/rocksalt, Rocksalt Sylvite
tfc:ore/sylvite/limestone, Limestone Sylvite
tfc:ore/sylvite/conglomerate, Conglomerate Sylvite
tfc:ore/sylvite/dolomite, Dolomite Sylvite
tfc:ore/sylvite/chert, Chert Sylvite
tfc:ore/sylvite/chalk, Chalk Sylvite
tfc:ore/sylvite/rhyolite, Rhyolite Sylvite
tfc:ore/sylvite/basalt, Basalt Sylvite
tfc:ore/sylvite/andesite, Andesite Sylvite
tfc:ore/sylvite/dacite, Dacite Sylvite
tfc:ore/sylvite/quartzite, Quartzite Sylvite
tfc:ore/sylvite/slate, Slate Sylvite
tfc:ore/sylvite/phyllite, Phyllite Sylvite
tfc:ore/sylvite/schist, Schist Sylvite
tfc:ore/sylvite/gneiss, Gneiss Sylvite
tfc:ore/sylvite/marble, Marble Sylvite
tfc:ore/borax/granite, Granite Borax
tfc:ore/borax/diorite, Diorite Borax
tfc:ore/borax/gabbro, Gabbro Borax
tfc:ore/borax/shale, Shale Borax
tfc:ore/borax/claystone, Claystone Borax
tfc:ore/borax/rocksalt, Rocksalt Borax
tfc:ore/borax/limestone, Limestone Borax
tfc:ore/borax/conglomerate, Conglomerate Borax
tfc:ore/borax/dolomite, Dolomite Borax
tfc:ore/borax/chert, Chert Borax
tfc:ore/borax/chalk, Chalk Borax
tfc:ore/borax/rhyolite, Rhyolite Borax
tfc:ore/borax/basalt, Basalt Borax
tfc:ore/borax/andesite, Andesite Borax
tfc:ore/borax/dacite, Dacite Borax
tfc:ore/borax/quartzite, Quartzite Borax
tfc:ore/borax/slate, Slate Borax
tfc:ore/borax/phyllite, Phyllite Borax
tfc:ore/borax/schist, Schist Borax
tfc:ore/borax/gneiss, Gneiss Borax
tfc:ore/borax/marble, Marble Borax
tfc:ore/olivine/granite, Granite Olivine
tfc:ore/olivine/diorite, Diorite Olivine
tfc:ore/olivine/gabbro, Gabbro Olivine
tfc:ore/olivine/shale, Shale Olivine
tfc:ore/olivine/claystone, Claystone Olivine
tfc:ore/olivine/rocksalt, Rocksalt Olivine
tfc:ore/olivine/limestone, Limestone Olivine
tfc:ore/olivine/conglomerate, Conglomerate Olivine
tfc:ore/olivine/dolomite, Dolomite Olivine
tfc:ore/olivine/chert, Chert Olivine
tfc:ore/olivine/chalk, Chalk Olivine
tfc:ore/olivine/rhyolite, Rhyolite Olivine
tfc:ore/olivine/basalt, Basalt Olivine
tfc:ore/olivine/andesite, Andesite Olivine
tfc:ore/olivine/dacite, Dacite Olivine
tfc:ore/olivine/quartzite, Quartzite Olivine
tfc:ore/olivine/slate, Slate Olivine
tfc:ore/olivine/phyllite, Phyllite Olivine
tfc:ore/olivine/schist, Schist Olivine
tfc:ore/olivine/gneiss, Gneiss Olivine
tfc:ore/olivine/marble, Marble Olivine
tfc:ore/lapis_lazuli/granite, Granite Lapis Lazuli
tfc:ore/lapis_lazuli/diorite, Diorite Lapis Lazuli
tfc:ore/lapis_lazuli/gabbro, Gabbro Lapis Lazuli
tfc:ore/lapis_lazuli/shale, Shale Lapis Lazuli
tfc:ore/lapis_lazuli/claystone, Claystone Lapis Lazuli
tfc:ore/lapis_lazuli/rocksalt, Rocksalt Lapis Lazuli
tfc:ore/lapis_lazuli/limestone, Limestone Lapis Lazuli
tfc:ore/lapis_lazuli/conglomerate, Conglomerate Lapis Lazuli
tfc:ore/lapis_lazuli/dolomite, Dolomite Lapis Lazuli
tfc:ore/lapis_lazuli/chert, Chert Lapis Lazuli
tfc:ore/lapis_lazuli/chalk, Chalk Lapis Lazuli
tfc:ore/lapis_lazuli/rhyolite, Rhyolite Lapis Lazuli
tfc:ore/lapis_lazuli/basalt, Basalt Lapis Lazuli
tfc:ore/lapis_lazuli/andesite, Andesite Lapis Lazuli
tfc:ore/lapis_lazuli/dacite, Dacite Lapis Lazuli
tfc:ore/lapis_lazuli/quartzite, Quartzite Lapis Lazuli
tfc:ore/lapis_lazuli/slate, Slate Lapis Lazuli
tfc:ore/lapis_lazuli/phyllite, Phyllite Lapis Lazuli
tfc:ore/lapis_lazuli/schist, Schist Lapis Lazuli
tfc:ore/lapis_lazuli/gneiss, Gneiss Lapis Lazuli
tfc:ore/lapis_lazuli/marble, Marble Lapis Lazuli
tfc:wood/bookshelf/acacia, Acacia Bookshelf
tfc:wood/bookshelf/ash, Ash Bookshelf
tfc:wood/bookshelf/aspen, Aspen Bookshelf
tfc:wood/bookshelf/birch, Birch Bookshelf
tfc:wood/bookshelf/blackwood, Blackwood Bookshelf
tfc:wood/bookshelf/chestnut, Chestnut Bookshelf
tfc:wood/bookshelf/douglas_fir, Douglas Fir Bookshelf
tfc:wood/bookshelf/hickory, Hickory Bookshelf
tfc:wood/bookshelf/kapok, Kapok Bookshelf
tfc:wood/bookshelf/maple, Maple Bookshelf
tfc:wood/bookshelf/oak, Oak Bookshelf
tfc:wood/bookshelf/palm, Palm Bookshelf
tfc:wood/bookshelf/pine, Pine Bookshelf
tfc:wood/bookshelf/rosewood, Rosewood Bookshelf
tfc:wood/bookshelf/sequoia, Sequoia Bookshelf
tfc:wood/bookshelf/spruce, Spruce Bookshelf
tfc:wood/bookshelf/sycamore, Sycamore Bookshelf
tfc:wood/bookshelf/white_cedar, White Cedar Bookshelf
tfc:wood/bookshelf/willow, Willow Bookshelf
tfc:wood/workbench/acacia, Acacia Workbench
tfc:wood/workbench/ash, Ash Workbench
tfc:wood/workbench/aspen, Aspen Workbench
tfc:wood/workbench/birch, Birch Workbench
tfc:wood/workbench/blackwood, Blackwood Workbench
tfc:wood/workbench/chestnut, Chestnut Workbench
tfc:wood/workbench/douglas_fir, Douglas Fir Workbench
tfc:wood/workbench/hickory, Hickory Workbench
tfc:wood/workbench/kapok, Kapok Workbench
tfc:wood/workbench/maple, Maple Workbench
tfc:wood/workbench/oak, Oak Workbench
tfc:wood/workbench/palm, Palm Workbench
tfc:wood/workbench/pine, Pine Workbench
